IATA	Airport ID	Name	City	Country	ICAO		Latitude	Longitude	Altitude	Timezone	DST	Tz database time zone	Type	Source
BPT	3612	Southeast Texas Regional Airport	Beaumont	United States	KBPT	29.95079994	-94.02069855	15	-6	A	America/Chicago	airport	OurAirports	
SAV	3613	Savannah Hilton Head International Airport	Savannah	United States	KSAV	32.12760162	-81.20210266	50	-5	A	America/New_York	airport	OurAirports	
HIF	3614	Hill Air Force Base	Ogden	United States	KHIF	41.12403	-111.973086	4789	-7	A	America/Denver	airport	OurAirports	
OME	3615	Nome Airport	Nome	United States	PAOM	64.5121994	-165.4450073	37	-9	A	America/Anchorage	airport	OurAirports	
\N	3616	Scappoose Industrial Airpark	San Luis	United States	KSPB	45.77099991	-122.8619995	58	-8	A	America/Los_Angeles	airport	OurAirports	
PIE	3617	St Petersburg Clearwater International Airport	St. Petersburg	United States	KPIE	27.91020012	-82.68740082	11	-5	A	America/New_York	airport	OurAirports	
MNM	3618	Menominee Marinette Twin County Airport	Macon	United States	KMNM	45.12670135	-87.63839722	625	-6	A	America/Chicago	airport	OurAirports	
CXO	3619	Lone Star Executive Airport	Conroe	United States	KCXO	30.35180092	-95.41449738	245	-6	A	America/Chicago	airport	OurAirports	
SCC	3620	Deadhorse Airport	Deadhorse	United States	PASC	70.19470215	-148.4649963	65	-9	A	America/Anchorage	airport	OurAirports	
SAT	3621	San Antonio International Airport	San Antonio	United States	KSAT	29.53370094	-98.46980286	809	-6	A	America/Chicago	airport	OurAirports	
ROC	3622	Greater Rochester International Airport	Rochester	United States	KROC	43.1189003	-77.67240143	559	-5	A	America/New_York	airport	OurAirports	
COF	3623	Patrick Air Force Base	Coco Beach	United States	KCOF	28.23489952	-80.61009979	8	-5	A	America/New_York	airport	OurAirports	
TEB	3624	Teterboro Airport	Teterboro	United States	KTEB	40.85010147	-74.06079865	9	-5	A	America/New_York	airport	OurAirports	
RCA	3625	Ellsworth Air Force Base	Rapid City	United States	KRCA	44.14500046	-103.1039963	3276	-7	A	America/Denver	airport	OurAirports	
RDU	3626	Raleigh Durham International Airport	Raleigh-durham	United States	KRDU	35.87760162	-78.78749847	435	-5	A	America/New_York	airport	OurAirports	
DAY	3627	James M Cox Dayton International Airport	Dayton	United States	KDAY	39.90240097	-84.2193985	1009	-5	A	America/New_York	airport	OurAirports	
ENA	3628	Kenai Municipal Airport	Kenai	United States	PAEN	60.57310104	-151.2449951	99	-9	A	America/Anchorage	airport	OurAirports	
MLC	3629	Mc Alester Regional Airport	Mcalester	United States	KMLC	34.88240051	-95.78350067	770	-6	A	America/Chicago	airport	OurAirports	
IAG	3630	Niagara Falls International Airport	Niagara Falls	United States	KIAG	43.1072998	-78.94619751	589	-5	A	America/New_York	airport	OurAirports	
CFD	3631	Coulter Field	Bryan	United States	KCFD	30.71570015	-96.33139801	367	-6	A	America/Chicago	airport	OurAirports	
\N	3632	Wright Aaf (Fort Stewart)/Midcoast Regional Airport	Wright	United States	KLHW	31.88909912	-81.56230164	45	-5	A	America/New_York	airport	OurAirports	
PHF	3633	Newport News Williamsburg International Airport	Newport News	United States	KPHF	37.13190079	-76.49299622	42	-5	A	America/New_York	airport	OurAirports	
ESF	3634	Esler Regional Airport	Alexandria	United States	KESF	31.39489937	-92.29579926	112	-6	A	America/Chicago	airport	OurAirports	
LTS	3635	Altus Air Force Base	Altus	United States	KLTS	34.667099	-99.26670074	1382	-6	A	America/Chicago	airport	OurAirports	
TUS	3636	Tucson International Airport	Tucson	United States	KTUS	32.11610031	-110.9410019	2643	-7	N	America/Phoenix	airport	OurAirports	
MIB	3637	Minot Air Force Base	Minot	United States	KMIB	48.41559982	-101.3580017	1667	-6	A	America/Chicago	airport	OurAirports	
BAB	3638	Beale Air Force Base	Marysville	United States	KBAB	39.13610077	-121.4369965	113	-8	A	America/Los_Angeles	airport	OurAirports	
IKK	3639	Greater Kankakee Airport	Kankakee	United States	KIKK	41.07139969	-87.84629822	630	-6	A	America/Chicago	airport	OurAirports	
GSB	3640	Seymour Johnson Air Force Base	Goldsboro	United States	KGSB	35.33940125	-77.96060181	109	-5	A	America/New_York	airport	OurAirports	
PVD	3641	Theodore Francis Green State Airport	Providence	United States	KPVD	41.73260117	-71.42040253	55	-5	A	America/New_York	airport	OurAirports	
SBY	3642	Salisbury Ocean City Wicomico Regional Airport	Salisbury	United States	KSBY	38.34049988	-75.51029968	52	-5	A	America/New_York	airport	OurAirports	
RIU	3643	Rancho Murieta Airport	Rancho Murieta	United States	KRIU	38.48680115	-121.1029968	141	-8	A	America/Los_Angeles	airport	OurAirports	
BUR	3644	Bob Hope Airport	Burbank	United States	KBUR	34.20069885	-118.3590012	778	-8	A	America/Los_Angeles	airport	OurAirports	
DTW	3645	Detroit Metropolitan Wayne County Airport	Detroit	United States	KDTW	42.21239853	-83.35340118	645	-5	A	America/New_York	airport	OurAirports	
TPA	3646	Tampa International Airport	Tampa	United States	KTPA	27.97550011	-82.53320313	26	-5	A	America/New_York	airport	OurAirports	
PMB	3647	Pembina Municipal Airport	Pembina	United States	KPMB	48.94250107	-97.24079895	795	-6	A	America/Chicago	airport	OurAirports	
POE	3648	Polk Army Air Field	Fort Polk	United States	KPOE	31.0447998	-93.1917038	330	-6	A	America/Chicago	airport	OurAirports	
EIL	3649	Eielson Air Force Base	Fairbanks	United States	PAEI	64.66570282	-147.102005	547	-9	A	America/Anchorage	airport	OurAirports	
HIB	3650	Range Regional Airport	Hibbing	United States	KHIB	47.38660049	-92.83899689	1354	-6	A	America/Chicago	airport	OurAirports	
LFK	3651	Angelina County Airport	Lufkin	United States	KLFK	31.23399925	-94.75	296	-6	A	America/Chicago	airport	OurAirports	
MAF	3652	Midland International Airport	Midland	United States	KMAF	31.94249916	-102.2020035	2871	-6	A	America/Chicago	airport	OurAirports	
GRB	3653	Austin Straubel International Airport	Green Bay	United States	KGRB	44.48509979	-88.12960052	695	-6	A	America/Chicago	airport	OurAirports	
ADM	3654	Ardmore Municipal Airport	Ardmore	United States	KADM	34.30301	-97.0196342	777	-6	A	America/Chicago	airport	OurAirports	
WRI	3655	Mc Guire Air Force Base	Wrightstown	United States	KWRI	40.0155983	-74.59169769	131	-5	A	America/New_York	airport	OurAirports	
\N	3656	Cherry Point MCAS /Cunningham Field/	Cherry Point	United States	KNKT	34.90090179	-76.88069916	29	-5	A	America/New_York	airport	OurAirports	
SBO	3657	Emanuel County Airport	Santa Barbara	United States	KSBO	32.60910034	-82.36990356	327	-5	A	America/New_York	airport	OurAirports	
AGS	3658	Augusta Regional At Bush Field	Bush Field	United States	KAGS	33.36989975	-81.96450043	144	-5	A	America/New_York	airport	OurAirports	
ISN	3659	Sloulin Field International Airport	Williston	United States	KISN	48.17789841	-103.6419983	1982	-6	A	America/Chicago	airport	OurAirports	
LIT	3660	Bill & Hillary Clinton National Airport/Adams Field	Little Rock	United States	KLIT	34.72940063	-92.22429657	262	-6	A	America/Chicago	airport	OurAirports	
SWF	3661	Stewart International Airport	Newburgh	United States	KSWF	41.5041008	-74.10479736	491	-5	A	America/New_York	airport	OurAirports	
BDE	3662	Baudette International Airport	Baudette	United States	KBDE	48.72840118	-94.61219788	1086	-6	A	America/Chicago	airport	OurAirports	
SAC	3663	Sacramento Executive Airport	Sacramento	United States	KSAC	38.51250076	-121.4929962	24	-8	A	America/Los_Angeles	airport	OurAirports	
HOM	3664	Homer Airport	Homer	United States	PAHO	59.64559937	-151.477005	84	-9	A	America/Anchorage	airport	OurAirports	
TBN	3665	Waynesville-St. Robert Regional Forney field	Fort Leonardwood	United States	KTBN	37.74160004	-92.14070129	1159	-6	A	America/Chicago	airport	OurAirports	
MGE	3666	Dobbins Air Reserve Base	Marietta	United States	KMGE	33.91540146	-84.51629639	1068	-5	A	America/New_York	airport	OurAirports	
SKA	3667	Fairchild Air Force Base	Spokane	United States	KSKA	47.61510086	-117.6559982	2461	-8	A	America/Los_Angeles	airport	OurAirports	
HTL	3668	Roscommon County - Blodgett Memorial Airport	Houghton Lake	United States	KHTL	44.359798	-84.671095	1150	-5	A	America/New_York	airport	OurAirports	
PAM	3669	Tyndall Air Force Base	Panama City	United States	KPAM	30.06959915	-85.57540131	17	-6	A	America/Chicago	airport	OurAirports	
DFW	3670	Dallas Fort Worth International Airport	Dallas-Fort Worth	United States	KDFW	32.89680099	-97.03800201	607	-6	A	America/Chicago	airport	OurAirports	
MLB	3671	Melbourne International Airport	Melbourne	United States	KMLB	28.10280037	-80.64530182	33	-5	A	America/New_York	airport	OurAirports	
TCM	3672	McChord Air Force Base	Tacoma	United States	KTCM	47.13769913	-122.4759979	322	-8	A	America/Los_Angeles	airport	OurAirports	
AUS	3673	Austin Bergstrom International Airport	Austin	United States	KAUS	30.19449997	-97.66989899	542	-6	A	America/Chicago	airport	OurAirports	
LCK	3674	Rickenbacker International Airport	Columbus	United States	KLCK	39.813801	-82.927803	744	-5	A	America/New_York	airport	OurAirports	
MQT	3675	Sawyer International Airport	Gwinn	United States	KSAW	46.35359955	-87.395401	1221	-5	A	America/New_York	airport	OurAirports	
TYS	3676	McGhee Tyson Airport	Knoxville	United States	KTYS	35.81100082	-83.9940033	981	-5	A	America/New_York	airport	OurAirports	
HLR	3677	Hood Army Air Field	Fort Hood	United States	KHLR	31.13870049	-97.71450043	924	-6	A	America/Chicago	airport	OurAirports	
STL	3678	Lambert St Louis International Airport	St. Louis	United States	KSTL	38.74869919	-90.37000275	618	-6	A	America/Chicago	airport	OurAirports	
MIV	3679	Millville Municipal Airport	Millville	United States	KMIV	39.36780167	-75.07219696	85	-5	A	America/New_York	airport	OurAirports	
SPS	3680	Sheppard Air Force Base-Wichita Falls Municipal Airport	Wichita Falls	United States	KSPS	33.98880005	-98.49189758	1019	-6	A	America/Chicago	airport	OurAirports	
LUK	3681	Cincinnati Municipal Airport Lunken Field	Cincinnati	United States	KLUK	39.10329819	-84.41860199	483	-5	A	America/New_York	airport	OurAirports	
ATL	3682	Hartsfield Jackson Atlanta International Airport	Atlanta	United States	KATL	33.63669968	-84.42810059	1026	-5	A	America/New_York	airport	OurAirports	
MER	3683	Castle Airport	Merced	United States	KMER	37.38050079	-120.5680008	191	-8	A	America/Los_Angeles	airport	OurAirports	
MCC	3684	Mc Clellan Airfield	Sacramento	United States	KMCC	38.66759872	-121.401001	77	-8	A	America/Los_Angeles	airport	OurAirports	
GRR	3685	Gerald R. Ford International Airport	Grand Rapids	United States	KGRR	42.88079834	-85.52279663	794	-5	A	America/New_York	airport	OurAirports	
INK	3686	Winkler County Airport	Wink	United States	KINK	31.77960014	-103.2009964	2822	-6	A	America/Chicago	airport	OurAirports	
FAT	3687	Fresno Yosemite International Airport	Fresno	United States	KFAT	36.77619934	-119.7180023	336	-8	A	America/Los_Angeles	airport	OurAirports	
VRB	3688	Vero Beach Municipal Airport	Vero Beach	United States	KVRB	27.65559959	-80.41790009	24	-5	A	America/New_York	airport	OurAirports	
IPL	3689	Imperial County Airport	Imperial	United States	KIPL	32.83420181	-115.5790024	-54	-8	A	America/Los_Angeles	airport	OurAirports	
BNA	3690	Nashville International Airport	Nashville	United States	KBNA	36.12450027	-86.67819977	599	-6	A	America/Chicago	airport	OurAirports	
LRD	3691	Laredo International Airport	Laredo	United States	KLRD	27.54380035	-99.46160126	508	-6	A	America/Chicago	airport	OurAirports	
EDF	3692	Elmendorf Air Force Base	Anchorage	United States	PAED	61.25099945	-149.8070068	212	-9	A	America/Anchorage	airport	OurAirports	
OTZ	3693	Ralph Wien Memorial Airport	Kotzebue	United States	PAOT	66.88469696	-162.598999	14	-9	A	America/Anchorage	airport	OurAirports	
AOO	3694	Altoona Blair County Airport	Altoona	United States	KAOO	40.29639816	-78.31999969	1503	-5	A	America/New_York	airport	OurAirports	
DYS	3695	Dyess Air Force Base	Abilene	United States	KDYS	32.42079926	-99.854599	1789	-6	A	America/Chicago	airport	OurAirports	
ELD	3696	South Arkansas Regional At Goodwin Field	El Dorado	United States	KELD	33.22100067	-92.81330109	277	-6	A	America/Chicago	airport	OurAirports	
LGA	3697	La Guardia Airport	New York	United States	KLGA	40.77719879	-73.87259674	21	-5	A	America/New_York	airport	OurAirports	
TLH	3698	Tallahassee Regional Airport	Tallahassee	United States	KTLH	30.39649963	-84.35030365	81	-5	A	America/New_York	airport	OurAirports	
DPA	3699	Dupage Airport	West Chicago	United States	KDPA	41.90779877	-88.24859619	759	-6	A	America/Chicago	airport	OurAirports	
ACT	3700	Waco Regional Airport	Waco	United States	KACT	31.61129951	-97.23049927	516	-6	A	America/Chicago	airport	OurAirports	
AUG	3701	Augusta State Airport	Augusta	United States	KAUG	44.3205986	-69.79730225	352	-5	A	America/New_York	airport	OurAirports	
INJ	3702	Hillsboro Municipal Airport	Hillsboro	United States	KINJ	32.08349991	-97.09719849	686	-6	A	America/Chicago	airport	OurAirports	
MKL	3704	Mc Kellar Sipes Regional Airport	Jackson	United States	KMKL	35.59989929	-88.91560364	434	-6	A	America/Chicago	airport	OurAirports	
MKK	3705	Molokai Airport	Molokai	United States	PHMK	21.1529007	-157.095993	454	-10	N	Pacific/Honolulu	airport	OurAirports	
FTK	3706	Godman Army Air Field	Fort Knox	United States	KFTK	37.90710068	-85.9720993	756	-5	A	America/New_York	airport	OurAirports	
\N	3707	New River MCAS /H/ /Mccutcheon Fld/ Airport	Jacksonville	United States	KNCA	34.70840073	-77.43969727	26	-5	A	America/New_York	airport	OurAirports	
SJT	3708	San Angelo Regional Mathis Field	San Angelo	United States	KSJT	31.35770035	-100.4960022	1919	-6	A	America/Chicago	airport	OurAirports	
CXL	3709	Calexico International Airport	Calexico	United States	KCXL	32.66949844	-115.5130005	4	-8	A	America/Los_Angeles	airport	OurAirports	
CIC	3710	Chico Municipal Airport	Chico	United States	KCIC	39.79539871	-121.8580017	240	-8	A	America/Los_Angeles	airport	OurAirports	
BTV	3711	Burlington International Airport	Burlington	United States	KBTV	44.47190094	-73.15329742	335	-5	A	America/New_York	airport	OurAirports	
JAX	3712	Jacksonville International Airport	Jacksonville	United States	KJAX	30.49410057	-81.68789673	30	-5	A	America/New_York	airport	OurAirports	
DRO	3713	Durango La Plata County Airport	Durango	United States	KDRO	37.1515007	-107.7539978	6685	-7	A	America/Denver	airport	OurAirports	
IAD	3714	Washington Dulles International Airport	Washington	United States	KIAD	38.94449997	-77.45580292	312	-5	A	America/New_York	airport	OurAirports	
CLL	3715	Easterwood Field	College Station	United States	KCLL	30.58860016	-96.36380005	320	-6	A	America/Chicago	airport	OurAirports	
SFF	3716	Felts Field	Spokane	United States	KSFF	47.68280029	-117.322998	1953	-8	A	America/Los_Angeles	airport	OurAirports	
MKE	3717	General Mitchell International Airport	Milwaukee	United States	KMKE	42.94720078	-87.89659882	723	-6	A	America/Chicago	airport	OurAirports	
ABI	3718	Abilene Regional Airport	Abilene	United States	KABI	32.41130066	-99.68190002	1791	-6	A	America/Chicago	airport	OurAirports	
COU	3719	Columbia Regional Airport	Columbia	United States	KCOU	38.81809998	-92.21959686	889	-6	A	America/Chicago	airport	OurAirports	
PDX	3720	Portland International Airport	Portland	United States	KPDX	45.58869934	-122.5979996	31	-8	A	America/Los_Angeles	airport	OurAirports	
TNT	3721	Dade Collier Training and Transition Airport	Miami	United States	KTNT	25.86179924	-80.89700317	13	-5	A	America/New_York	airport	OurAirports	
PBI	3722	Palm Beach International Airport	West Palm Beach	United States	KPBI	26.68320084	-80.09559631	19	-5	A	America/New_York	airport	OurAirports	
FTW	3723	Fort Worth Meacham International Airport	Fort Worth	United States	KFTW	32.81980133	-97.36239624	710	-6	A	America/Chicago	airport	OurAirports	
OGS	3724	Ogdensburg International Airport	Ogdensburg	United States	KOGS	44.68190002	-75.46549988	297	-5	A	America/New_York	airport	OurAirports	
BFI	3726	Boeing Field King County International Airport	Seattle	United States	KBFI	47.52999878	-122.302002	21	-8	A	America/Los_Angeles	airport	OurAirports	
SKF	3727	Lackland Air Force Base	San Antonio	United States	KSKF	29.38419914	-98.58110046	691	-6	A	America/Chicago	airport	OurAirports	
HNL	3728	Honolulu International Airport	Honolulu	United States	PHNL	21.31870079	-157.9219971	13	-10	N	Pacific/Honolulu	airport	OurAirports	
DSM	3729	Des Moines International Airport	Des Moines	United States	KDSM	41.5340004	-93.6631012	958	-6	A	America/Chicago	airport	OurAirports	
EWN	3730	Coastal Carolina Regional Airport	New Bern	United States	KEWN	35.07300186	-77.04290009	18	-5	A	America/New_York	airport	OurAirports	
SAN	3731	San Diego International Airport	San Diego	United States	KSAN	32.73360062	-117.1900024	17	-8	A	America/Los_Angeles	airport	OurAirports	
MLU	3732	Monroe Regional Airport	Monroe	United States	KMLU	32.51089859	-92.03769684	79	-6	A	America/Chicago	airport	OurAirports	
SSC	3733	Shaw Air Force Base	Sumter	United States	KSSC	33.97269821	-80.47059631	241	-5	A	America/New_York	airport	OurAirports	
ONT	3734	Ontario International Airport	Ontario	United States	KONT	34.05599976	-117.6009979	944	-8	A	America/Los_Angeles	airport	OurAirports	
GVT	3735	Majors Airport	Greenvile	United States	KGVT	33.06779861	-96.06529999	535	-6	A	America/Chicago	airport	OurAirports	
ROW	3736	Roswell International Air Center Airport	Roswell	United States	KROW	33.30160141	-104.5309982	3671	-7	A	America/Denver	airport	OurAirports	
DET	3737	Coleman A. Young Municipal Airport	Detroit	United States	KDET	42.40919876	-83.00990295	626	-5	A	America/New_York	airport	OurAirports	
BRO	3738	Brownsville South Padre Island International Airport	Brownsville	United States	KBRO	25.90679932	-97.42590332	22	-6	A	America/Chicago	airport	OurAirports	
DHN	3739	Dothan Regional Airport	Dothan	United States	KDHN	31.32130051	-85.44960022	401	-6	A	America/Chicago	airport	OurAirports	
WWD	3740	Cape May County Airport	Wildwood	United States	KWWD	39.00849915	-74.90830231	23	-5	A	America/New_York	airport	OurAirports	
MTC	3742	Selfridge Angb Airport	Mount Clemens	United States	KMTC	42.60829926	-82.83550262	580	-5	A	America/New_York	airport	OurAirports	
